user_text,bot_response,source,clean_user_text,clean_bot_response
"arey,mujhe decorations ke liye kuch unique chahiye, jo sabki nazar mein aaye aur instagram pe bhi achha lage, kya tumhe kuch dikhai deta hai?","achha, hum fairy lights aur colorful balloons ka combo use kar sakte hain, woh toh party ko magical bana dega, aur log uska photoshoot bhi karenge!",Hinglish Everyday Conversations,"arey,mujhe decorations ke liye kuch unique chahiye, jo sabki nazar main aaye aur instagram pe bhi achha lage, kya tumhe kuch dikhai deta hai?","achha, hum fairy lights aur colorful balloons ka combo use kar sakte hain, woh toh party ko magical bana dega, aur log uska photoshoot bhi karenge!"
sarkari hajan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,sarkari hajan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"saare newspapers mein photo chhapi hai,woh new app ki launch hui hai, kya dekha?","haan, app ki interface bohot cool hai, features bhi kaafi unique hain, lagta hai bohot famous ho jayegi.",Hinglish Everyday Conversations,"saare newspapers main photo chhapi hai,woh new app ki launch hui hai, kya dekha?","haan, app ki interface bohot cool hai, features bhi kaafi unique hain, lagta hai bohot famous ho jayegi."
Like meri jaan,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,like meri jaan,"wah, ye sun kar bohat acha laga! khush raho 😊"
"kal meri dost ne kaha ki uske ghar mein ek security audit hua,mujhe laga yeh kaise hota hai, kya tumne suna hai is baare mein?","haan, suna hai! security audit se pata chalta hai ki kaha improvement ki zaroorat hai, toh main bhi soch rahi hoon kyun na hum bhi yeh karein!",Hinglish Everyday Conversations,"kal meri dost ne kaha ki uske ghar main ek security audit hua,mujhe laga yeh kaise hota hai, kya tumne suna hai is baare mein?","haan, suna hai! security audit se pata chalta hai ki kaha improvement ki zaroorat hai, toh main bhi soch rahi hoon kyun na hum bhi yeh karein!"
tumhare favourite colour kaun sa hai?,"mera favourite colour blue hai, tumhara?",Hinglish Everyday Conversations,tumhare favourite colour kaun sa hai?,"mera favourite colour blue hai, tumhara?"
kya tera goldfish abhi bhi hai?,"haan yaar, woh toh abhi bhi swimming pool me hain.",Hinglish Everyday Conversations,kya tera goldfish abhi bhi hai?,"haan yaar, woh toh abhi bhi swimming pool me hain."
aaj mera driving test clear ho gaya! ab main finally car chalane jaa sakti hoon.,"wow, congrats! itna time se try kar rahi thi, ab toh khul ke ghoom jao, par safe driving thoda mind mein rakhiyo.",Hinglish Everyday Conversations,aaj mera driving test clear ho gaya! ab main finally car chalane jaa sakti hoon.,"wow, congrats! itna time se try kar rahi thi, ab toh khul ke ghoom jao, par safe driving thoda mind mein rakhiyo."
bht acha he\,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bohat achha he,"wah, ye sun kar bohat acha laga! khush raho 😊"
nazwaz role pmln ma nahi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,nazwaz role pmln ma nahi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Wo to mujhy PATA hy,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,wo to mujhy pata hai,"samajh gaya, aur batao? main sun raha hun 🙂"
"yaar,mujhe toh gymnastics dekhna bahut pasand hai, wo flips aur turns kaise karte hain, tumhe kya lagta hai?","bilkul, gymnastics ki skill level bahut high hoti hai, aur dekhnay mein bhi maza aata hai, unki practice dekhkar toh lagta hai woh superheroes hain!",Hinglish Everyday Conversations,"yaar,mujhe toh gymnastics dekhna bahut pasand hai, wo flips aur turns kaise karte hain, tumhe kya lagta hai?","bilkul, gymnastics ki skill level bahut high hoti hai, aur dekhnay mein bhi maza aata hai, unki practice dekhkar toh lagta hai woh superheroes hain!"
"yaar,main toh abhi ek book club join kiya hai, mujhe alag-alag genres ki kitaabein padhne ka bada shauk hai, kya tumne bhi kabhi join kiya hai?","book club toh badi achi idea hai, lekin main toh poetry likhti hoon, kabhi kabhi apne poems share karne ka bhi sochti hoon, tumhe pasand aayegi!",Hinglish Everyday Conversations,"yaar,main toh abhi ek book club join kiya hai, mujhe alag alag genres ki kitaabein padhne ka bada shauk hai, kya tumne bhi kabhi join kiya hai?","book club toh badi achi idea hai, lekin main toh poetry likhti hoon, kabhi kabhi apne poems share karne ka bhi sochti hoon, tumhe pasand aayegi!"
ye website ka link share karo!,"share kar diya, whatsapp pe check kar lo!",Hinglish Everyday Conversations,ye website ka link share karo!,"share kar diya, whatsapp pe check kar lo!"
"suno,yeh train me khana kitna mehnga ho gaya hai! aapko pata hai, pahele ₹50 me ek aacha dinner mil jata tha, ab toh ₹150 se kam me kuchh nahi milta! ","haan yaar, kafi mehnga ho gaya hai, par kyan kare, ab to sabb mehnga hi hai. aur yeh train me ka sasta option hai, bahar to aur bhi mehnga ho jata hai! ",Hinglish Everyday Conversations,"suno,yeh train me khana kitna mehnga ho gaya hai! aapko pata hai, pahele 50 me ek aacha dinner mil jata tha, ab toh 150 se kam me kuchh nahi milta!","haan yaar, kafi mehnga ho gaya hai, par kyan kare, ab to sabb mehnga hi hai. aur yeh train me ka sasta option hai, bahar to aur bhi mehnga ho jata hai!"
"kya,tu kal office ja raha hai?","haan, kal toh holiday hai, par office ka kaam karne jaana hai.",Hinglish Everyday Conversations,"kya,tu kal office ja raha hai?","haan, kal toh holiday hai, par office ka kaam karne jaana hai."
trading me update rehny k lye kon se steps kary,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,trading me update rehny k lye kon se steps kary,"samajh gaya, aur batao? main sun raha hun 🙂"
"shopping karna hai,aaoge?","haan yaar, kahaan jaana hai?",Hinglish Everyday Conversations,"shopping karna hai,aaoge?","haan yaar, kahaan jaana hai?"
o teri ... afridi block kardia tum ko kheriyat baba asa kia kea tum ne afridi kay sath . nice bandha hai afridi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,o teri ... afridi block kardia tum ko kheriyat baba asa kya kea tum ne afridi kay sath . nice bandha hai afridi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"listen,kya tumhe yeh mehendi artist accha laga? maine suna hai woh bahut creative hai, lekin unki availability ko lekar thoda doubt hai, kya tumne check kiya?","bilkul, maine unse baat ki thi, unki creativity toh zabardast hai, par unka schedule thoda tight hai, shayad humhe early booking karni padegi, warna miss ho jayegi!",Hinglish Everyday Conversations,"listen,kya tumhe yeh mehendi artist accha laga? maine suna hai woh bahut creative hai, lekin unki availability ko lekar thoda doubt hai, kya tumne check kiya?","bilkul, maine unse baat ki thi, unki creativity toh zabardast hai, par unka schedule thoda tight hai, shayad humhe early booking karni padegi, warna miss ho jayegi!"
Hua*,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,hua,"samajh gaya, aur batao? main sun raha hun 🙂"
pdm stage power show in khyber pakhtunkhwa malakand today,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,pdm stage power show in khyber pakhtunkhwa malakand today,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
bhuty accha drma tha yah ... bhut roi hu last episod dahk k,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bhuty accha drma tha yah ... bhut roi hoon last episod dahk k,"wah, ye sun kar bohat acha laga! khush raho 😊"
kya tumko padhai ke liye motivate rakhne ka koi trick pata hai?,"haan, break lete rehna chahiye.",Hinglish Everyday Conversations,kya tumko padhai ke liye motivate rakhne ka koi trick pata hai?,"haan, break lete rehna chahiye."
have you ever been to a charity gala?,"once, it was glamorous! they had a silent auction and live music.",Hinglish Everyday Conversations,have you ever been to a charity gala?,"once, it was glamorous! they had a silent auction and live music."
"aree,tumne bacche ko aaj doodh pila diya kya? maine kaha tha, kal subah se nahi pilana, woh thoda kharab ho gaya hai!","haan, meri yaad mein aaya, kal toh raat ko khul ke khana kha gaya, kya karein, meri aankh ke aage se guzar gaya, chinta mat karo, bas ab se thodi saavdhani rakhungi.",Hinglish Everyday Conversations,"aree,tumne bacche ko aaj doodh pila diya kya? maine kaha tha, kal subah se nahi pilana, woh thoda kharab ho gaya hai!","haan, meri yaad mein aaya, kal toh raat ko khul ke khana kha gaya, kya karein, meri aankh ke aage se guzar gaya, chinta mat karo, bas ab se thodi saavdhani rakhungi."
haha sach bol diya hai,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,haha sach bol diya hai,"wah, ye sun kar bohat acha laga! khush raho 😊"
Yar neend a Rahi Kya karun,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,yar neend a rahi kya karun,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"client communication mein kya kabhi language barrier aata hai,ya tumhe hamesha samajhne mein aasani hoti hai?","language barrier toh kabhi kabhi hota hai, par clear communication aur simple language se sab kuch solve ho jata hai, yeh sabse zaroori hai!",Hinglish Everyday Conversations,"client communication main kya kabhi language barrier aata hai,ya tumhe hamesha samajhne main aasani hoti hai?","language barrier toh kabhi kabhi hota hai, par clear communication aur simple language se sab kuch solve ho jata hai, yeh sabse zaroori hai!"
"koi new show dekhna hai,recommendations do!","kuchh dramatic, romantic chaiye, toh wo netflix pe ek show hai, 'the crown', dekhlo, story bahut achi hai, bohot pasand aayega.",Hinglish Everyday Conversations,"koi new show dekhna hai,recommendations do!","kuchh dramatic, romantic chaiye, toh wo netflix pe ek show hai, 'the crown', dekhlo, story bahut achi hai, bohot pasand aayega."
Ye niyazi khud kuta h,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,ye niyazi khud kuta h,"samajh gaya, aur batao? main sun raha hun 🙂"
"main soch rahi thi ki agar hum apne dost ko art therapy ke liye bheje,toh kya yeh unke liye beneficial hoga?","definitely, kabhi kabhi humare dost jo thoda lost feel karte hain, unhe creative outlet milne se bahut fayda ho sakta hai, unki life change ho sakti hai.",Hinglish Everyday Conversations,"main soch rahi thi ki agar hum apne dost ko art therapy ke liye bheje,toh kya yeh unke liye beneficial hoga?","definitely, kabhi kabhi humare dost jo thoda lost feel karte hain, unhe creative outlet milne se bahut fayda ho sakta hai, unki life change ho sakti hai."
 Iss kay baad alla taleem kay liye ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,iss kay baad alla taleem kay liye,"wah, ye sun kar bohat acha laga! khush raho 😊"
pmln leader khwaja asif arrest by nab,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,pmln leader khwaja asif arrest by nab,"samajh gaya, aur batao? main sun raha hun 🙂"
Meri nahi,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,meri nahi,"samajh gaya, aur batao? main sun raha hun 🙂"
vbloach,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,vbloach,"samajh gaya, aur batao? main sun raha hun 🙂"
"yaar,kya khabar hai! sonam ne fashion week mein apna collection showcase kiya hai, uski designs toh hamesha innovative hoti hain, mujhe bhi dekhna hai!","haan, sonam ka fashion sense toh sabko pasand hai, uski collection dekh kar toh sabko inspiration milti hai, mujhe bhi uski designs mein interest hai!",Hinglish Everyday Conversations,"yaar,kya khabar hai! sonam ne fashion week main apna collection showcase kiya hai, uski designs toh hamesha innovative hoti hain, mujhe bhi dekhna hai!","haan, sonam ka fashion sense toh sabko pasand hai, uski collection dekh kar toh sabko inspiration milti hai, mujhe bhi uski designs mein interest hai!"
PATA nahi shayad Mera wala insect  us mein bhi ho,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,pata nahi shayad mera wala insect us main bhi ho,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
haan itna tou pta chal gaya hai xd,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,haan itna tou pta chal gaya hai xd,"samajh gaya, aur batao? main sun raha hun 🙂"
"aree,last year toh jaipur trip socha tha, lekin phir kuch kaam aagaya aur cancel kar diya! ab is saal, phir se plan kar rahi hu!","jaipur toh bohot beautiful hai! hawa mahal, jaipur ka fort, bazaar mein shopping karne ka mazaa hi alag hai! apne kaam ka kya hua? agar time mile toh jaroor jaana!",Hinglish Everyday Conversations,"aree,last year toh jaipur trip socha tha, lekin phir kuch kaam aagaya aur cancel kar diya! ab is saal, phir se plan kar rahi hu!","jaipur toh bohot beautiful hai! hawa mahal, jaipur ka fort, bazaar mein shopping karne ka mazaa hi alag hai! apne kaam ka kya hua? agar time mile toh jaroor jaana!"
tu ny thoir gum kia ha,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,tu ny thoir gum kya ha,"samajh gaya, aur batao? main sun raha hun 🙂"
supervisor amp machine operator ki zarurat hai,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,supervisor amp machine operator ki zarurat hai,"samajh gaya, aur batao? main sun raha hun 🙂"
"yaar,kal ki hiking trip pe kya maza aaya, woh sunrise dekhne ka experience toh bilkul unforgettable tha, pura nature ki beauty dekhne ka alag hi feeling hota hai!","haan bilkul, aur woh rocky trail par chalna, jaise ek adventure movie ka scene lag raha tha, mujhe toh lag raha tha ki main kisi explorer ki tarah hoon!",Hinglish Everyday Conversations,"yaar,kal ki hiking trip pe kya maza aaya, woh sunrise dekhne ka experience toh bilkul unforgettable tha, pura nature ki beauty dekhne ka alag hi feeling hota hai!","haan bilkul, aur woh rocky trail par chalna, jaise ek adventure movie ka scene lag raha tha, mujhe toh lag raha tha ki main kisi explorer ki tarah hoon!"
"kya hai,itni khushi kyun?",aaj exam mein acche marks aaye.,Hinglish Everyday Conversations,"kya hai,itni khushi kyun?",aaj exam mein acche marks aaye.
Doctor shb ki,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,doctor shb ki,"samajh gaya, aur batao? main sun raha hun 🙂"
Reunion kab hai,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,reunion kab hai,"samajh gaya, aur batao? main sun raha hun 🙂"
party agr pti k jitna bara jalsa lia ye pdm k liay sharm muqam ha k itna bara jalsa ek akeli party lia,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,party agr pti k jitna bara jalsa lia ye pdm k liay sharm muqam ha k itna bara jalsa ek akeli party lia,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"party mein food kya serve karein? itna confusion hota hai,logon ka taste bhi alag alag hai na.","koi problem nahin, chaat ki stall laga do! sabko pasand aati hai na chaat. aur chaat counter pe alag alag flavors ke options bhi de do.",Hinglish Everyday Conversations,"party main food kya serve karein? itna confusion hota hai,logon ka taste bhi alag alag hai na.","koi problem nahin, chaat ki stall laga do! sabko pasand aati hai na chaat. aur chaat counter pe alag alag flavors ke options bhi de do."
"sun,kal raat ko maine apne liye ek spa day plan kiya hai, bas ghar pe hi thoda pamper karungi, kya tum bhi join karogi?","arey wah, yeh toh mast idea hai! mujhe bhi thoda relaxation chahiye, main apne favourite face mask ke saath aa rahi hoon, bahut maza aayega!",Hinglish Everyday Conversations,"sun,kal raat ko maine apne liye ek spa day plan kiya hai, bas ghar pe hi thoda pamper karungi, kya tum bhi join karogi?","arey wah, yeh toh mast idea hai! mujhe bhi thoda relaxation chahiye, main apne favourite face mask ke saath aa rahi hoon, bahut maza aayega!"
kiun k madam fund deti,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,kiun k madam fund deti,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
zahir he lahori hain zinda - dil to hon ge hi na ;-) ,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,zahir he lahori hain zinda dil to hon ge hi na,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
mein aap ke achi soch aur khaiyalat ko mubarakbad pesh karta hoon ... ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,main aap ke achi soch aur khaiyalat ko mubarakbad pesh karta hoon ...,"wah, ye sun kar bohat acha laga! khush raho 😊"
maryam safdar ore shahid khaqan abaasi nay pmln ppp ore juif k sath mill ker senate may nuqsaan ponchaya shahbaz ore sakht chub zardari apnee game khel chuka ppp pmln per hawee ker dia jui faida lay chukee,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,maryam safdar ore shahid khaqan abaasi nay pmln ppp ore juif k sath mill ker senate may nuqsaan ponchaya shahbaz ore sakht chub zardari apnee game khel chuka ppp pmln per hawee ker dia jui faida lay chukee,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
tumhe kya kam aata hai?,mujhe english bolna aata hai.,Hinglish Everyday Conversations,tumhe kya kam aata hai?,mujhe english bolna aata hai.
"yaar,jab bhi main dekhungi ki logon ne trees kaat diye hain, mujhe bohot bura lagta hai, kya yeh sab kuch badalna chahiye?","haan, forest conservation ke liye awareness badhane ki zarurat hai, agar hum sab milkar is par kaam karein, toh kuch na kuch zaroor hoga!",Hinglish Everyday Conversations,"yaar,jab bhi main dekhungi ki logon ne trees kaat diye hain, mujhe bohot bura lagta hai, kya yeh sab kuch badalna chahiye?","haan, forest conservation ke liye awareness badhane ki zarurat hai, agar hum sab milkar is par kaam karein, toh kuch na kuch zaroor hoga!"
Yes filled hogya ha,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,yes filled hogya ha,"samajh gaya, aur batao? main sun raha hun 🙂"
Acha acha sai,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,achha achha sai,"wah, ye sun kar bohat acha laga! khush raho 😊"
"yaar,main ek online course join kar rahi hoon jo charity work ke baare mein sikhata hai, kya tum bhi join karogi?",definitely! aise courses se hum practical knowledge le sakte hain aur seekh sakte hain ki charity kaise aur behtar tareeke se ki ja sakti hai.,Hinglish Everyday Conversations,"yaar,main ek online course join kar rahi hoon jo charity work ke baare main sikhata hai, kya tum bhi join karogi?",definitely! aise courses se hum practical knowledge le sakte hain aur seekh sakte hain ki charity kaise aur behtar tareeke se ki ja sakti hai.
"koi baat nahi,time management toh sabko sikhna padta hai. mere dost ne mujhe pomodoro technique ke baare mein bataya, isse bahut kaam aa raha hai, khud se yeh commitment bhi hota hai ki 25 minutes kaam karenge, 5 minutes break lenge, iska cycle repeat karte rahenge!","wah, mujhe toh yeh technique nahi aati, lekin aaj hi se try karti hoon! 😄",Hinglish Everyday Conversations,"koi baat nahi,time management toh sabko sikhna padta hai. mere dost ne mujhe pomodoro technique ke baare main bataya, isse bahut kaam aa raha hai, khud se yeh commitment bhi hota hai ki 25 minutes kaam karenge, 5 minutes break lenge, iska cycle repeat karte rahenge!","wah, mujhe toh yeh technique nahi aati, lekin aaj hi se try karti hoon! 😄"
Apny iqbal town waly dost ko tag kr... ,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,apny iqbal town waly dost ko tag kr...,"samajh gaya, aur batao? main sun raha hun 🙂"
"kya,aapne ye pomodoro technique kab se start kiya? ","kuchh dinon se hi! aur lagta hai kaam karne ki efficiency badh gayi hai! ab toh lagta hai ki saare kaam time pe ho jaayenge, pehle aise kaam ek din baad hota tha. ",Hinglish Everyday Conversations,"kya,aapne ye pomodoro technique kab se start kiya?","kuchh dinon se hi! aur lagta hai kaam karne ki efficiency badh gayi hai! ab toh lagta hai ki saare kaam time pe ho jaayenge, pehle aise kaam ek din baad hota tha."
aaj kya banaya hai dinner mein?,"aaj toh khana order kiya hai, mood nahin tha banane ka.",Hinglish Everyday Conversations,aaj kya banaya hai dinner mein?,"aaj toh khana order kiya hai, mood nahin tha banane ka."
Neend ari egoistic ko to so jaty,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,neend ari egoistic ko to so jaty,"samajh gaya, aur batao? main sun raha hun 🙂"
"aaj kal yeh influencer culture bohot zyada chal raha hai,sab apna brand banane mein lage hue hain, kya tumhe lagta hai yeh sahi hai?","honestly, kuch influencers ka content to acha hai, inspiration deta hai, but bohot saare toh bas attention ke liye kuch bhi karte hain, pata nahin kya hone wala hai iska future mein.",Hinglish Everyday Conversations,"aaj kal yeh influencer culture bohot zyada chal raha hai,sab apna brand banane main lage hue hain, kya tumhe lagta hai yeh sahi hai?","honestly, kuch influencers ka content to acha hai, inspiration deta hai, but bohot saare toh bas attention ke liye kuch bhi karte hain, pata nahin kya hone wala hai iska future mein."
"soch raha tha,agar time travel possible hota to kya tum pehle jaana chahogi, or aage? i mean, past mistakes ko correct karne ke liye or future ke experiences ko experience karne ke liye. what's your philosophy on this?","honestly, i think i would rather focus on the present. the past is gone and the future is uncertain. if i could go back in time, i might change things, but then who knows what consequences it would have. and, the future is so unpredictable, maybe i'll just focus on enjoying the moment and letting life unfold naturally.",Hinglish Everyday Conversations,"soch raha tha,agar time travel possible hota to kya tum pehle jaana chahogi, or aage? i mean, past mistakes ko correct karne ke liye or future ke experiences ko experience karne ke liye. what's your philosophy on this?","honestly, i think i would rather focus on the present. the past is gone and the future is uncertain. if i could go back in time, i might change things, but then who knows what consequences it would have. and, the future is so unpredictable, maybe i'll just focus on enjoying the moment and letting life unfold naturally."
kankar chor ganja,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,kankar chor ganja,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"yaar,mujhe samajh nahi aa raha, bitcoin ki price kyun itni upar ja rahi hai, kya aaj kal logon ko iski value samajh aa gayi hai kya?","arre, dekho na, logon ka interest badh raha hai, par mujhe lagta hai ki yeh bubble bhi ho sakta hai, kabhi bhi phat sakta hai!",Hinglish Everyday Conversations,"yaar,mujhe samajh nahi aa raha, bitcoin ki price kyun itni upar ja rahi hai, kya aaj kal logon ko iski value samajh aa gayi hai kya?","arre, dekho na, logon ka interest badh raha hai, par mujhe lagta hai ki yeh bubble bhi ho sakta hai, kabhi bhi phat sakta hai!"
Lanat h is insan py marny ka khoooof nai in logo me insaniyat or eman sab baaijh chuky hain aisy Show's ko block krdena chahiye hamesha k liye apni bv beti nachaain aisy la k tu pata chaly,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,lanat h is insan py marny ka khoooof nahi in logo me insaniyat or eman sab baaijh chuky hain aisy show's ko block krdena chahiye hamesha k liye apni bv beti nachaain aisy la k tu pata chaly,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"saar,yeh flat ki price kya hai? aur kya loan bhi milta hai, agar milta hai toh interest rate kitna hai?","bhaiya, yeh flat ki price 75 lakhs hai aur loan 9% interest rate pe milta hai, aapko koi bhi confusion hai toh poochh sakte ho",Hinglish Everyday Conversations,"saar,yeh flat ki price kya hai? aur kya loan bhi milta hai, agar milta hai toh interest rate kitna hai?","bhaiya, yeh flat ki price 75 lakhs hai aur loan 9% interest rate pe milta hai, aapko koi bhi confusion hai toh poochh sakte ho"
"yaar,mujhe samajh nahi aa raha, is outfit mein jaane se pehle kya accessories pehenu, kya tumhe lagta hai ki chunky jewelry achha lagega?","bilkul, chunky jewelry toh trend mein hai, lekin thoda subtle rakhna, kyunki outfit already bold hai, toh balance zaroori hai, samjhi na?",Hinglish Everyday Conversations,"yaar,mujhe samajh nahi aa raha, is outfit main jaane se pehle kya accessories pehenu, kya tumhe lagta hai ki chunky jewelry achha lagega?","bilkul, chunky jewelry toh trend mein hai, lekin thoda subtle rakhna, kyunki outfit already bold hai, toh balance zaroori hai, samjhi na?"
Hr jaiya gee,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,hr jaiya gee,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
i love you very much ducky bhai ma na ana e mail ducky bhai ka naam sa banaya ha,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,i love you very much ducky bhai ma na ana e mail ducky bhai ka naam sa banaya ha,"wah, ye sun kar bohat acha laga! khush raho 😊"
Mery to face pr noor a gia itni books ma beth kr,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,mery to face pr noor a gia itni books ma beth kr,"wah, ye sun kar bohat acha laga! khush raho 😊"
sb jga yhi scene ha,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,sb jga yhi scene ha,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"yaar,jab tak hum dono ek dusre ko samajh rahe hain, toh kya kisi third person ki advice lena zaroori hai?","advice lena kabhi kabhi helpful hota hai, lekin tum dono ki understanding sabse important hai, bas yeh dhyan rakho ki third person se influence na ho.",Hinglish Everyday Conversations,"yaar,jab tak hum dono ek dusre ko samajh rahe hain, toh kya kisi third person ki advice lena zaroori hai?","advice lena kabhi kabhi helpful hota hai, lekin tum dono ki understanding sabse important hai, bas yeh dhyan rakho ki third person se influence na ho."
main ne aaj ek naya smartphone buy kiya,"wah, kya model hai?",Hinglish Everyday Conversations,main ne aaj ek naya smartphone buy kiya,"wah, kya model hai?"
"yaar,mujhe toh kabhi kabhi self-care ka time nahi milta, tum kaise manage karti ho?","main toh choti choti cheezein apne din mein include karti hoon, jaise ek accha sa playlist sunna ya thoda walk karna!",Hinglish Everyday Conversations,"yaar,mujhe toh kabhi kabhi self care ka time nahi milta, tum kaise manage karti ho?","main toh choti choti cheezein apne din mein include karti hoon, jaise ek accha sa playlist sunna ya thoda walk karna!"
"mujhe toh office se aane ke baad sirf apna time lagta hai,thoda music sunti hu, aur meditation karti hu. tum kya karti ho relaxing ke liye?","wah, acha! mujhe toh workout karne ka man karta hai. kya karein, time hi nahi milta.",Hinglish Everyday Conversations,"mujhe toh office se aane ke baad sirf apna time lagta hai,thoda music sunti hu, aur meditation karti hu. tum kya karti ho relaxing ke liye?","wah, acha! mujhe toh workout karne ka man karta hai. kya karein, time hi nahi milta."
"sun,agar humein kisi alien civilization ka pata chale toh hum kya karenge? kya tum unse dosti karne ka sochti ho?","yaar, dosti toh zaroori hai, lekin pehle unse baat karna padega, soch ke hi dar lagta hai, unka culture kya hoga, kitne different hote!",Hinglish Everyday Conversations,"sun,agar humein kisi alien civilization ka pata chale toh hum kya karenge? kya tum unse dosti karne ka sochti ho?","yaar, dosti toh zaroori hai, lekin pehle unse baat karna padega, soch ke hi dar lagta hai, unka culture kya hoga, kitne different hote!"
wow nice movie maza agaya,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,wow nice movie maza agaya,"wah, ye sun kar bohat acha laga! khush raho 😊"
Bs TU or PERSON ho na free hone ke Liye or kya chahiye mujhy,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bs tu or person ho na free hone ke liye or kya chahiye mujhy,"wah, ye sun kar bohat acha laga! khush raho 😊"
